origin,temp,dewpoint,humidity,precip,pressure,wind_speed,wind_dir,visib,time_hour
LGA,15.46,14.85,96.06,1.83,100.28,4.86,326.34,10,2017-09-06T22:00:00Z
LGA,15.23,14.7,96.56,3.21,100.17,5.11,337.32,10,2017-09-06T23:00:00Z
LGA,15.15,14.65,96.69,4.31,100.14,4.56,329.96,10,2017-09-07T00:00:00Z
LGA,15.14,14.66,96.75,2.21,100.2,4.68,311.68,10,2017-09-07T01:00:00Z
LGA,14.88,14.19,95.5,0.14,100.14,3.36,333.38,10,2017-09-07T02:00:00Z
LGA,14.42,13.76,95.69,0,100.14,2.12,308.73,10,2017-09-07T03:00:00Z
LGA,13.73,13.32,97.19,0.01,100.17,3.45,271.68,10,2017-09-07T04:00:00Z
LGA,13.75,13.43,97.88,0.01,100.22,4.41,265.32,10,2017-09-07T05:00:00Z
LGA,14.64,14.05,96.12,0.01,100.27,4.27,256.78,10,2017-09-07T06:00:00Z
LGA,15.76,14.64,92.88,0.01,100.3,4.63,255.35,9,2017-09-07T07:00:00Z
LGA,17.18,14.72,85.38,0,100.31,4.73,260.68,10,2017-09-07T08:00:00Z
LGA,19.19,14.22,72.88,0.02,100.29,4.61,265.82,10,2017-09-07T09:00:00Z
LGA,20.94,13.61,62.88,0.01,100.26,4.55,267.84,10,2017-09-07T10:00:00Z
LGA,21.94,13.23,57.75,0.01,100.23,4.6,263.27,10,2017-09-07T11:00:00Z
LGA,22.48,12.84,54.44,0.01,100.22,4.98,257.86,10,2017-09-07T12:00:00Z
LGA,22.58,12.17,51.88,0.01,100.23,5.47,254.67,10,2017-09-07T13:00:00Z
LGA,22.36,11.47,50.19,0.01,100.24,5.84,253.53,10,2017-09-07T14:00:00Z
LGA,21.9,11,50,0.01,100.28,6.05,253.72,10,2017-09-07T15:00:00Z
LGA,21.14,10.89,52,0,100.32,6.08,254.87,10,2017-09-07T16:00:00Z
LGA,19.68,11.39,58.81,0,100.38,6.09,256.8,10,2017-09-07T17:00:00Z
LGA,17.18,11.55,69.38,0,100.45,6.46,258.27,10,2017-09-07T18:00:00Z
LGA,16.26,11.49,73.19,0,100.55,6.41,258.9,10,2017-09-07T19:00:00Z
LGA,15.56,11.52,76.69,0,100.61,6.15,256.86,10,2017-09-07T20:00:00Z
LGA,14.97,11.56,79.94,0,100.66,6.03,255.3,10,2017-09-07T21:00:00Z
LGA,14.44,11.65,83.25,0,100.7,5.83,255.57,10,2017-09-07T22:00:00Z
LGA,13.87,11.78,87.12,0,100.74,5.63,259.45,10,2017-09-07T23:00:00Z
LGA,13.37,11.82,90.19,0,100.77,5.43,264.39,10,2017-09-08T00:00:00Z
LGA,12.91,11.76,92.5,0,100.8,5.17,268.1,10,2017-09-08T01:00:00Z
LGA,12.39,11.63,95,0,100.82,5,267.49,10,2017-09-08T02:00:00Z
LGA,11.98,11.55,97.19,0,100.86,4.88,263.48,10,2017-09-08T03:00:00Z
LGA,11.64,11.52,99.06,0,100.89,4.74,260.32,10,2017-09-08T04:00:00Z
LGA,11.43,11.44,100,0.01,100.93,4.65,259.05,10,2017-09-08T05:00:00Z
LGA,13.37,11.55,88.69,0,100.97,3.52,257.84,10,2017-09-08T06:00:00Z
LGA,16.03,11.44,74.12,0,100.98,3.89,262.28,10,2017-09-08T07:00:00Z
LGA,18.39,10.94,61.75,0,100.98,4.75,263.2,10,2017-09-08T08:00:00Z
LGA,19.86,10.99,56.62,0,100.97,4.75,257.95,10,2017-09-08T09:00:00Z
LGA,20.94,10.83,52.38,0,100.96,4.9,255.59,10,2017-09-08T10:00:00Z
LGA,21.62,10.64,49.62,0.01,100.94,5.02,256.59,10,2017-09-08T11:00:00Z
LGA,22.01,10.65,48.5,0.02,100.93,4.99,260.18,10,2017-09-08T12:00:00Z
LGA,22.08,10.73,48.5,0.03,100.91,4.9,266.25,10,2017-09-08T13:00:00Z
LGA,21.94,10.71,48.88,0.03,100.9,4.75,272.83,10,2017-09-08T14:00:00Z
LGA,21.44,10.56,49.94,0.02,100.92,4.76,279.72,10,2017-09-08T15:00:00Z
LGA,20.6,10.54,52.44,0.01,100.96,4.76,284.54,10,2017-09-08T16:00:00Z
LGA,19.11,11.45,61.12,0,101.01,4.53,289.43,10,2017-09-08T17:00:00Z
LGA,16.31,11.39,72.5,0,101.05,4.71,296.31,10,2017-09-08T18:00:00Z
LGA,15.31,11.29,76.75,0,101.12,5.1,305.2,10,2017-09-08T19:00:00Z
LGA,14.69,11.37,80.38,0,101.17,5.36,315.24,10,2017-09-08T20:00:00Z
LGA,14.23,11.5,83.44,0,101.21,5.17,323.16,10,2017-09-08T21:00:00Z
LGA,13.45,11.57,88.25,0,101.22,5.05,328.91,10,2017-09-08T22:00:00Z
LGA,12.87,11.56,91.56,0,101.25,5.04,333,10,2017-09-08T23:00:00Z
LGA,12.27,11.48,94.81,0,101.28,4.89,333.72,10,2017-09-09T00:00:00Z
LGA,11.69,11.31,97.44,0.01,101.3,4.76,331.92,10,2017-09-09T01:00:00Z
LGA,11.14,11.11,99.81,0.01,101.33,4.67,331.34,10,2017-09-09T02:00:00Z
LGA,10.62,10.85,100,0.01,101.36,4.61,331.44,10,2017-09-09T03:00:00Z
LGA,10.19,10.57,100,0.01,101.41,4.6,330.17,10,2017-09-09T04:00:00Z
LGA,9.98,10.29,100,0.01,101.45,4.69,329.12,10,2017-09-09T05:00:00Z
LGA,11.55,10.17,91.25,0,101.5,4.28,332.59,10,2017-09-09T06:00:00Z
LGA,13.85,9.96,77.25,0,101.53,5.15,345.94,10,2017-09-09T07:00:00Z
LGA,16.15,9.65,65.31,0,101.54,5.35,348.64,10,2017-09-09T08:00:00Z
LGA,17.93,9.31,57,0,101.54,5.19,347.57,10,2017-09-09T09:00:00Z
LGA,19.23,9.14,52,0,101.54,4.72,345.23,10,2017-09-09T10:00:00Z
LGA,20.16,9.08,48.88,0,101.53,4.27,341.86,10,2017-09-09T11:00:00Z
LGA,20.89,9.05,46.62,0,101.49,3.98,339.08,10,2017-09-09T12:00:00Z
LGA,21.3,8.98,45.25,0,101.46,3.95,337.29,10,2017-09-09T13:00:00Z
LGA,21.32,8.86,44.88,0,101.43,4.21,337.39,10,2017-09-09T14:00:00Z
LGA,20.91,8.8,45.81,0,101.44,4.79,340.56,10,2017-09-09T15:00:00Z
LGA,20.01,8.83,48.5,0,101.47,5.33,345.15,10,2017-09-09T16:00:00Z
LGA,18.35,9.39,55.81,0,101.51,5.4,347.47,10,2017-09-09T17:00:00Z
LGA,15.4,9.85,69.38,0,101.56,5.61,343.51,10,2017-09-09T18:00:00Z
LGA,14.31,9.87,74.5,0,101.61,5.85,338.61,10,2017-09-09T19:00:00Z
LGA,13.73,9.93,77.69,0,101.66,5.53,335.21,10,2017-09-09T20:00:00Z
LGA,12.98,10.11,82.62,0,101.66,5.32,331.89,10,2017-09-09T21:00:00Z
LGA,12.55,10.41,86.75,0,101.68,5.34,333.96,10,2017-09-09T22:00:00Z
LGA,12.17,10.73,90.88,0,101.67,5.27,338.07,10,2017-09-09T23:00:00Z
LGA,12.01,10.97,93.19,0,101.68,5.58,349.11,10,2017-09-10T00:00:00Z
LGA,12.01,11.09,94.06,0,101.66,5.61,358.17,10,2017-09-10T01:00:00Z
LGA,11.8,11.12,95.44,0,101.68,5.47,358.85,10,2017-09-10T02:00:00Z
LGA,11.62,11.03,96.12,0,101.67,5.15,357.22,10,2017-09-10T03:00:00Z
LGA,11.26,10.9,97.56,0,101.71,5.13,354.58,10,2017-09-10T04:00:00Z
LGA,10.83,10.75,99.44,0,101.75,5.05,348.03,10,2017-09-10T05:00:00Z
LGA,12.16,10.62,90.25,0,101.81,4.68,350.19,10,2017-09-10T06:00:00Z
LGA,14.78,10.56,75.81,0,101.85,5.11,5.17,10,2017-09-10T07:00:00Z
LGA,17.36,10.54,64.19,0,101.86,5.16,8.88,10,2017-09-10T08:00:00Z
LGA,19.17,10.19,56,0,101.86,5.32,6.66,10,2017-09-10T09:00:00Z
LGA,20.44,10,51.06,0,101.85,5.35,6.88,10,2017-09-10T10:00:00Z
LGA,21.43,9.92,47.81,0,101.82,5.08,7.68,10,2017-09-10T11:00:00Z
LGA,22.13,9.84,45.56,0,101.78,4.69,7.95,10,2017-09-10T12:00:00Z
LGA,22.44,9.7,44.31,0,101.75,4.26,5.89,10,2017-09-10T13:00:00Z
LGA,22.45,9.66,44.19,0,101.73,3.86,1.39,10,2017-09-10T14:00:00Z
LGA,22.09,9.72,45.31,0,101.73,3.57,353.34,10,2017-09-10T15:00:00Z
LGA,21.34,9.94,48.19,0,101.75,3.46,343.61,10,2017-09-10T16:00:00Z
LGA,19.34,11.5,60.44,0,101.77,3.63,335.59,10,2017-09-10T17:00:00Z
LGA,16.37,10.57,68.38,0,101.81,4.56,335.63,10,2017-09-10T18:00:00Z
LGA,15.48,10.21,70.75,0,101.85,5.47,342.19,10,2017-09-10T19:00:00Z
LGA,14.73,10.12,73.81,0,101.85,5.77,347.73,10,2017-09-10T20:00:00Z
LGA,13.98,10.03,77,0,101.86,5.87,349.89,10,2017-09-10T21:00:00Z
LGA,13.42,9.94,79.38,0,101.84,5.65,350.12,10,2017-09-10T22:00:00Z
LGA,12.76,9.88,82.5,0,101.83,5.41,351.69,10,2017-09-10T23:00:00Z
LGA,12.18,9.9,85.81,0,101.83,5.17,353.58,10,2017-09-11T00:00:00Z
LGA,11.58,9.94,89.5,0,101.8,5,354.89,10,2017-09-11T01:00:00Z
LGA,11.13,9.98,92.56,0,101.76,4.86,355.95,10,2017-09-11T02:00:00Z
LGA,10.68,10.02,95.69,0,101.72,4.63,357.49,10,2017-09-11T03:00:00Z
LGA,10.16,10.05,99.25,0,101.73,4.4,351.22,10,2017-09-11T04:00:00Z
LGA,9.75,9.98,100,0,101.75,4.28,343.45,10,2017-09-11T05:00:00Z
LGA,11.41,9.94,90.56,0,101.79,3.59,337.9,10,2017-09-11T06:00:00Z
LGA,14.09,9.93,75.94,0,101.77,2.9,346.11,10,2017-09-11T07:00:00Z
LGA,17.53,8.98,57.19,0,101.71,3.47,13.13,10,2017-09-11T08:00:00Z
LGA,19.78,8.18,47.06,0,101.65,2.96,10.63,10,2017-09-11T09:00:00Z
LGA,21.45,7.92,41.75,0,101.58,2.56,2.98,10,2017-09-11T10:00:00Z
LGA,22.8,8.07,38.88,0,101.53,2.34,357.32,10,2017-09-11T11:00:00Z
LGA,23.8,8.89,38.75,0,101.46,2.15,352.9,10,2017-09-11T12:00:00Z
LGA,24.51,9.23,37.94,0,101.38,1.94,348.37,10,2017-09-11T13:00:00Z
LGA,24.87,9.45,37.62,0,101.3,1.8,339.91,10,2017-09-11T14:00:00Z
LGA,24.99,9.78,38.19,0,101.26,1.78,323.73,10,2017-09-11T15:00:00Z
LGA,24.43,10.27,40.88,0,101.23,2,321.97,10,2017-09-11T16:00:00Z
LGA,22.03,11.9,52.75,0,101.19,1.93,322.25,10,2017-09-11T17:00:00Z
LGA,19.91,10.46,54.44,0,101.16,2.09,322.44,10,2017-09-11T18:00:00Z
LGA,18.6,10.55,59.44,0,101.17,2.55,325.48,10,2017-09-11T19:00:00Z
LGA,17.44,10.83,65.12,0,101.16,3.18,331.67,10,2017-09-11T20:00:00Z
LGA,16.23,11.12,71.62,0,101.14,3.96,338.24,10,2017-09-11T21:00:00Z
LGA,15.44,11.59,77.75,0,101.11,4.53,342.32,10,2017-09-11T22:00:00Z
LGA,14.58,11.84,83.5,0,101.08,4.55,343.87,10,2017-09-11T23:00:00Z
LGA,13.84,12.05,88.88,0,101.05,4.52,347.33,10,2017-09-12T00:00:00Z
LGA,13.85,12.3,90.25,0,100.98,4.42,353.6,10,2017-09-12T01:00:00Z
LGA,13.55,12.41,92.69,0,100.94,4.35,356.91,10,2017-09-12T02:00:00Z
LGA,13.19,12.43,95,0,100.91,4.6,359.12,10,2017-09-12T03:00:00Z
LGA,12.89,12.41,96.81,0,100.89,4.84,1.48,10,2017-09-12T04:00:00Z
LGA,12.84,12.48,97.5,0,100.87,4.86,3.87,10,2017-09-12T05:00:00Z
LGA,14.19,12.77,91.06,0,100.85,3.7,2.9,10,2017-09-12T06:00:00Z
LGA,16.05,13.3,83.69,0,100.83,2.27,351.09,10,2017-09-12T07:00:00Z
LGA,19.15,14.24,73.12,0,100.8,1.72,354.52,10,2017-09-12T08:00:00Z
LGA,22.51,14.62,61,0,100.75,1.21,17.73,10,2017-09-12T09:00:00Z
LGA,24.15,14.07,53.38,0,100.72,0.21,274.24,10,2017-09-12T10:00:00Z
LGA,25.19,13.6,48.69,0,100.7,1.89,230.86,10,2017-09-12T11:00:00Z
LGA,25.86,13.09,45.31,0,100.68,3.28,234.49,10,2017-09-12T12:00:00Z
LGA,26.23,12.53,42.69,0,100.61,3.54,242.53,10,2017-09-12T13:00:00Z
LGA,26.4,12.15,41.19,0,100.54,3.22,253.06,10,2017-09-12T14:00:00Z
LGA,26.33,11.94,40.81,0,100.46,2.99,258.84,10,2017-09-12T15:00:00Z
LGA,25.18,12.94,46.69,0,100.41,2.76,249.31,10,2017-09-12T16:00:00Z
LGA,22.16,15.11,64.25,0,100.39,3.48,227,10,2017-09-12T17:00:00Z
LGA,19.61,13.4,67.25,0,100.38,4.71,224.4,10,2017-09-12T18:00:00Z
LGA,18.61,13.23,70.81,0,100.39,5.39,229.06,10,2017-09-12T19:00:00Z
LGA,17.89,13.21,74.19,0,100.4,5.7,236.07,10,2017-09-12T20:00:00Z
LGA,17.15,13.28,78.19,0,100.38,5.76,243.09,10,2017-09-12T21:00:00Z
LGA,16.41,13.21,81.62,0,100.36,5.57,250.75,10,2017-09-12T22:00:00Z
LGA,15.73,12.94,83.75,0,100.36,5.15,259.87,10,2017-09-12T23:00:00Z
LGA,15.08,12.55,85.12,0,100.38,4.77,270.75,10,2017-09-13T00:00:00Z
LGA,14.63,12.14,85.19,0,100.38,4.43,283.25,10,2017-09-13T01:00:00Z
LGA,14.27,11.74,84.81,0,100.38,4.11,296.18,10,2017-09-13T02:00:00Z
LGA,13.99,11.39,84.25,0,100.39,3.81,306.17,10,2017-09-13T03:00:00Z
LGA,13.83,11.18,84,0,100.4,3.44,312.24,10,2017-09-13T04:00:00Z
LGA,13.71,11.13,84.38,0,100.41,3.05,316.25,10,2017-09-13T05:00:00Z
LGA,15.11,12.18,82.62,0,100.44,2.78,320.71,10,2017-09-13T06:00:00Z
LGA,17.72,12.23,70.19,0,100.43,1.69,313.31,10,2017-09-13T07:00:00Z
LGA,20.75,12.55,59.38,0,100.43,1.6,287.29,10,2017-09-13T08:00:00Z
LGA,24.18,12.52,48.19,0,100.41,2.3,266.3,10,2017-09-13T09:00:00Z
LGA,25.98,11.73,41.19,0,100.38,2.63,248.77,10,2017-09-13T10:00:00Z
LGA,26.74,11.75,39.38,0,100.34,2.97,239.79,10,2017-09-13T11:00:00Z
LGA,27.03,12.71,41.31,0,100.29,3.22,232.8,10,2017-09-13T12:00:00Z
LGA,27.05,14.06,45.06,0,100.23,3.51,223.47,10,2017-09-13T13:00:00Z
LGA,26.85,15.51,49.94,0.04,100.18,3.92,212.55,10,2017-09-13T14:00:00Z
LGA,26.4,16.87,55.81,0.01,100.15,4.45,203.69,10,2017-09-13T15:00:00Z
LGA,25.46,17.94,63.12,0.01,100.14,4.78,198.29,10,2017-09-13T16:00:00Z
LGA,23.81,18.87,73.88,0.01,100.14,4.74,192.87,10,2017-09-13T17:00:00Z
LGA,21.98,19.46,85.56,0.01,100.18,4.83,193,10,2017-09-13T18:00:00Z
LGA,21.06,19.84,92.69,0.03,100.23,4.56,198.28,10,2017-09-13T19:00:00Z
LGA,20.49,20.04,97.12,0.09,100.26,4.27,202.58,10,2017-09-13T20:00:00Z
LGA,20.19,20.05,99.06,0.17,100.26,4.3,206.29,10,2017-09-13T21:00:00Z
LGA,19.94,19.95,99.81,0.14,100.25,4.5,208.39,10,2017-09-13T22:00:00Z
LGA,19.78,19.81,100,0.09,100.25,4.63,210.07,10,2017-09-13T23:00:00Z
LGA,19.58,19.66,100,0.05,100.25,4.65,211.39,10,2017-09-14T00:00:00Z
LGA,19.33,19.44,100,0.04,100.25,4.76,214.63,10,2017-09-14T01:00:00Z
LGA,19.05,19.23,100,0.02,100.25,4.8,220.45,10,2017-09-14T02:00:00Z
LGA,18.65,18.91,100,0.02,100.27,4.65,223.91,10,2017-09-14T03:00:00Z
LGA,18.05,18.49,100,0.02,100.28,4.27,219.87,10,2017-09-14T04:00:00Z
LGA,17.62,18.15,100,0.03,100.29,4.03,208.85,10,2017-09-14T05:00:00Z
LGA,19.38,19.1,98.19,0.03,100.32,3.83,201.28,10,2017-09-14T06:00:00Z
LGA,20.67,19.92,95.31,0.04,100.33,2.94,195.88,10,2017-09-14T07:00:00Z
LGA,21.73,20.34,91.75,0.01,100.35,3.27,197.22,10,2017-09-14T08:00:00Z
LGA,23.4,19.81,80.19,0.01,100.35,3.94,203.77,10,2017-09-14T09:00:00Z
LGA,25.4,18.91,67.31,0.04,100.32,4.63,207.13,10,2017-09-14T10:00:00Z
LGA,26.37,18.69,62.69,0.13,100.28,5.22,203.07,10,2017-09-14T11:00:00Z
LGA,26.83,18.61,60.69,0.19,100.23,5.84,200.66,10,2017-09-14T12:00:00Z
LGA,26.97,18.44,59.62,0.21,100.18,6.39,201.8,10,2017-09-14T13:00:00Z
LGA,26.73,18.28,59.88,0.23,100.16,6.61,202.74,10,2017-09-14T14:00:00Z
LGA,26.08,18.33,62.44,0.22,100.16,6.32,201.14,10,2017-09-14T15:00:00Z
LGA,25.29,18.58,66.38,0.14,100.18,5.7,200.27,8,2017-09-14T16:00:00Z
LGA,23.82,19.01,74.5,0.11,100.21,5.15,198.57,10,2017-09-14T17:00:00Z
LGA,21.91,18.84,82.81,0.1,100.27,5.49,202.33,10,2017-09-14T18:00:00Z
LGA,21.23,18.69,85.56,0.08,100.35,5.7,212.01,10,2017-09-14T19:00:00Z
LGA,20.55,18.47,88,0.07,100.42,5.51,221.72,10,2017-09-14T20:00:00Z
LGA,19.81,18.19,90.44,0.05,100.45,5.17,233.36,10,2017-09-14T21:00:00Z
LGA,19.19,17.98,92.75,0.05,100.47,4.81,242.64,10,2017-09-14T22:00:00Z
LGA,18.65,17.88,95.19,0.04,100.5,4.58,249.12,10,2017-09-14T23:00:00Z
LGA,18.22,17.78,97.12,0.03,100.52,4.3,254.53,10,2017-09-15T00:00:00Z
LGA,17.84,17.68,98.81,0.02,100.54,3.99,258.01,10,2017-09-15T01:00:00Z
LGA,17.48,17.55,100,0.02,100.55,3.73,259.26,10,2017-09-15T02:00:00Z
LGA,17.16,17.38,100,0.01,100.58,3.57,260.93,10,2017-09-15T03:00:00Z
LGA,16.9,17.23,100,0.01,100.63,3.32,264.87,10,2017-09-15T04:00:00Z
LGA,16.75,17.05,100,0.01,100.67,2.96,271.96,10,2017-09-15T05:00:00Z
LGA,18.26,17.65,96.06,0.01,100.73,2.29,279.04,10,2017-09-15T06:00:00Z
LGA,20.11,18.3,89.25,0.01,100.78,1.08,267.92,10,2017-09-15T07:00:00Z
LGA,23.01,18.27,74.62,0.01,100.83,1.69,241.54,10,2017-09-15T08:00:00Z
LGA,25.07,17.65,63.38,0.01,100.85,1.88,226.18,10,2017-09-15T09:00:00Z
LGA,26.45,17.28,57.06,0.01,100.84,2.14,210.03,10,2017-09-15T10:00:00Z
LGA,27.26,17.13,53.88,0.01,100.82,2.63,197.79,10,2017-09-15T11:00:00Z
LGA,27.64,17.09,52.62,0.01,100.79,3.13,191.95,10,2017-09-15T12:00:00Z
LGA,27.69,17.12,52.56,0.01,100.77,3.5,189.5,10,2017-09-15T13:00:00Z
LGA,27.29,17.32,54.44,0.02,100.75,3.75,187.18,10,2017-09-15T14:00:00Z
LGA,26.58,17.56,57.62,0.02,100.77,3.85,185.48,10,2017-09-15T15:00:00Z
LGA,25.68,17.97,62.38,0.03,100.8,3.87,183.71,10,2017-09-15T16:00:00Z
LGA,24.03,18.73,72.25,0.01,100.85,3.96,176.72,10,2017-09-15T17:00:00Z
LGA,22.04,18.87,82.12,0,100.89,4.52,174.14,10,2017-09-15T18:00:00Z
LGA,21.27,19.03,86.94,0,100.95,4.39,176.63,10,2017-09-15T19:00:00Z
LGA,20.61,19.23,91.75,0,100.99,4.02,180.22,10,2017-09-15T20:00:00Z
LGA,20.05,19.36,95.69,0,100.99,3.78,183.67,10,2017-09-15T21:00:00Z
LGA,19.57,19.39,98.75,0,101,3.58,185.88,10,2017-09-15T22:00:00Z
LGA,19.31,19.37,100,0,101.01,3.29,185.03,10,2017-09-15T23:00:00Z
LGA,19.18,19.32,100,0,101.03,2.99,181.8,10,2017-09-16T00:00:00Z
LGA,19.16,19.27,100,0,101.04,2.59,178.62,10,2017-09-16T01:00:00Z
LGA,19.34,19.26,99.38,0,101.05,2.08,174.83,10,2017-09-16T02:00:00Z
LGA,19.58,19.25,97.75,0,101.07,1.49,166.04,10,2017-09-16T03:00:00Z
LGA,19.55,19.19,97.69,0.01,101.09,1.09,131.8,10,2017-09-16T04:00:00Z
LGA,19.12,19.03,99.38,0.01,101.12,1.56,91.72,10,2017-09-16T05:00:00Z
LGA,19.97,19.41,96.56,0.01,101.15,2.26,80.83,10,2017-09-16T06:00:00Z
LGA,21.94,19.45,85.69,0.01,101.18,1.86,85.9,10,2017-09-16T07:00:00Z
LGA,24.05,19.19,74.12,0.02,101.21,1.77,96.59,10,2017-09-16T08:00:00Z
LGA,25.87,18.94,65.5,0.03,101.22,1.62,105.38,10,2017-09-16T09:00:00Z
LGA,26.89,18.76,61.06,0.04,101.19,1.62,113.23,10,2017-09-16T10:00:00Z
LGA,27.49,18.64,58.44,0.05,101.14,1.8,121.48,10,2017-09-16T11:00:00Z
LGA,27.87,18.53,56.81,0.06,101.09,2.04,127.7,10,2017-09-16T12:00:00Z
LGA,27.69,18.51,57.31,0.03,101.04,2.29,136.94,10,2017-09-16T13:00:00Z
LGA,27.16,18.62,59.5,0.02,101.02,2.41,146.1,6,2017-09-16T14:00:00Z
LGA,26.59,18.74,62,0.02,101.03,2.35,150.7,5,2017-09-16T15:00:00Z
LGA,25.81,18.8,65.19,0.02,101.05,2.32,153.78,6,2017-09-16T16:00:00Z
LGA,24.23,19.24,73.69,0.01,101.08,2.7,158.63,2,2017-09-16T17:00:00Z
LGA,22.08,18.87,81.94,0.01,101.1,3.47,165.12,4,2017-09-16T18:00:00Z
LGA,21.25,18.44,83.81,0.01,101.14,3.51,169.34,5,2017-09-16T19:00:00Z
LGA,20.51,18.13,86.19,0,101.15,2.95,170.71,6,2017-09-16T20:00:00Z
LGA,19.85,17.91,88.5,0,101.15,2.41,170.66,5,2017-09-16T21:00:00Z
LGA,19.39,17.73,90,0,101.13,1.83,175.11,5,2017-09-16T22:00:00Z
LGA,19.25,17.55,89.69,0,101.12,1.25,187.57,6,2017-09-16T23:00:00Z
LGA,19.18,17.37,89.12,0,101.12,0.68,210.96,6,2017-09-17T00:00:00Z
LGA,19.04,17.26,89.25,0,101.13,0.41,291.19,10,2017-09-17T01:00:00Z
LGA,18.62,17.16,91,0,101.14,0.97,346.08,10,2017-09-17T02:00:00Z
LGA,18.23,17.09,92.88,0,101.16,1.61,4.44,10,2017-09-17T03:00:00Z
LGA,17.78,17.07,95.5,0,101.18,2.02,17.1,10,2017-09-17T04:00:00Z
LGA,17.33,17.08,98.31,0,101.2,2.26,26.48,10,2017-09-17T05:00:00Z
LGA,18.44,17.58,94.56,0,101.21,2.21,33.63,10,2017-09-17T06:00:00Z
LGA,20.9,17.45,80.5,0,101.21,1.47,48.01,10,2017-09-17T07:00:00Z
LGA,23.44,17.38,68.69,0,101.19,1.5,62.37,10,2017-09-17T08:00:00Z
LGA,25.35,17.58,62.06,0.01,101.17,1.54,81.54,10,2017-09-17T09:00:00Z
LGA,26.66,17.59,57.5,0.01,101.14,1.62,97.5,10,2017-09-17T10:00:00Z
LGA,27.55,17.56,54.44,0.01,101.11,1.78,106.53,9,2017-09-17T11:00:00Z
LGA,28.03,17.51,52.81,0,101.06,2.09,112.16,8,2017-09-17T12:00:00Z
LGA,28.15,17.48,52.38,0,101.01,2.47,117.86,7,2017-09-17T13:00:00Z
LGA,27.93,17.51,53.12,0,100.96,2.79,122.53,7,2017-09-17T14:00:00Z
LGA,27.42,17.54,54.81,0,100.95,3.03,125.78,6,2017-09-17T15:00:00Z
LGA,26.35,17.64,58.75,0,100.95,3.32,130.62,3,2017-09-17T16:00:00Z
LGA,24.26,18.23,69,0,100.97,3.69,138.78,4,2017-09-17T17:00:00Z
LGA,21.62,18.27,81.19,0,100.99,3.99,145.84,3,2017-09-17T18:00:00Z
LGA,20.41,18.35,87.88,0,101.03,3.37,148.38,2,2017-09-17T19:00:00Z
LGA,19.37,18.44,94.25,0,101.05,2.4,147.92,5,2017-09-17T20:00:00Z
LGA,18.83,18.41,97.31,0,101.08,1.5,137.95,5,2017-09-17T21:00:00Z
LGA,18.61,18.26,97.69,0,101.11,1.18,110.96,6,2017-09-17T22:00:00Z
LGA,18.35,18.13,98.44,0,101.11,1.41,84.92,8,2017-09-17T23:00:00Z
LGA,18.05,18.01,99.62,0,101.1,1.88,64.39,10,2017-09-18T00:00:00Z
LGA,17.67,17.89,100,0,101.06,2.59,51.75,10,2017-09-18T01:00:00Z
LGA,17.28,17.75,100,0,101.03,3.37,51.88,10,2017-09-18T02:00:00Z
LGA,16.98,17.73,100,0,101.02,4.09,55.12,10,2017-09-18T03:00:00Z
LGA,16.73,17.67,100,0,101.02,4.5,57.83,10,2017-09-18T04:00:00Z
LGA,16.55,17.52,100,0,101.06,4.62,56.44,10,2017-09-18T05:00:00Z
LGA,18.2,17.63,96.44,0,101.09,4.18,48.18,10,2017-09-18T06:00:00Z
LGA,20.49,17.74,84.12,0.01,101.1,3.79,54.64,10,2017-09-18T07:00:00Z
LGA,22.61,17.76,74.12,0.01,101.11,3.8,62.43,10,2017-09-18T08:00:00Z
LGA,24.28,17.72,66.88,0.01,101.1,3.58,67.85,10,2017-09-18T09:00:00Z
LGA,25.53,17.69,61.94,0.01,101.07,3.47,69.97,10,2017-09-18T10:00:00Z
LGA,26.35,17.61,58.75,0.01,101.01,3.52,73.5,10,2017-09-18T11:00:00Z
LGA,26.87,17.58,56.81,0.01,100.97,3.7,80.76,10,2017-09-18T12:00:00Z
LGA,26.96,17.62,56.75,0,100.92,3.89,88.04,10,2017-09-18T13:00:00Z
LGA,26.69,17.78,58.19,0,100.9,4.06,91.55,10,2017-09-18T14:00:00Z
LGA,25.98,18.02,61.56,0,100.89,4.18,91.07,10,2017-09-18T15:00:00Z
LGA,25.08,18.21,65.69,0,100.9,4.22,88.62,10,2017-09-18T16:00:00Z
LGA,23.57,18.59,73.62,0,100.91,4.15,88.38,10,2017-09-18T17:00:00Z
LGA,21.45,18.58,83.62,0,100.94,4.32,88.03,10,2017-09-18T18:00:00Z
LGA,20.59,18.62,88.38,0,100.99,4.44,81.71,6,2017-09-18T19:00:00Z
LGA,20.13,18.66,91.12,0,101.02,4.61,73.75,2.5,2017-09-18T20:00:00Z
LGA,20.02,18.65,91.69,0,101.01,4.92,67.1,10,2017-09-18T21:00:00Z
LGA,19.97,18.65,92,0,100.98,5.06,62.29,10,2017-09-18T22:00:00Z
LGA,19.9,18.64,92.31,0,100.95,5.17,59.29,10,2017-09-18T23:00:00Z
LGA,19.87,18.57,92.12,0,100.92,5.23,56.02,10,2017-09-19T00:00:00Z
LGA,19.65,18.48,92.81,0,100.87,5.2,49.45,10,2017-09-19T01:00:00Z
LGA,19.33,18.39,94.06,0,100.85,5.04,39.78,10,2017-09-19T02:00:00Z
LGA,19.03,18.23,94.94,0,100.84,5.17,28.93,10,2017-09-19T03:00:00Z
